MOT;PLURIEL;FÉMININ;FEMININ_PLURIEL
agent;agents;agente;agente
ageratum;ageratums;;
agets;;;
agglomérant;agglomérants;;
agglomérat;agglomérats;;
agglomératif;agglomératifs;;
agglomération;agglomérations;;
aggloméré;agglomérés;agglomérée;agglomérées
agglutinabilité;agglutinabilités;;
agglutinant;agglutinants;agglutinante;agglutinantes
agglutinat;agglutinats;;
agglutinatif;agglutinatifs;;
agglutination;agglutinations;;
agglutinement;agglutinements;;
agglutinine;agglutinines;;
agglutinogène;agglutinogènes;;
agglutinoscope;agglutinoscopes;;
aggravation;aggravations;;
aggrave;aggraves;;
aggravement;aggravements;;
aggravé;aggravés;;
aggravée;aggravées;;
agiau;agiaux;;
agilité;agilités;;
agio;agios;;
agiotage;agiotages;;
agioteur;agioteurs;agioteuse;agioteuses
agissant;agissants;agissante;agissantes
agissement;agissements;;
agitateur;agitateurs;agitatrice;agitatrices
agitation;agitations;;
agitato;agitatos;;
agiteur;agiteurs;;
agité;agités;agitée;agitées
agla;aglas;;
aglosse;aglosses;;
aglyphe;aglyphes;;
agma;agmas;;
agnat;agnats;agnate;agnates
agnathe;agnathes;;
agnation;agnations;;
agneau;agneaux;agnelle;agnelles
agnel;agnels;;
agnelage;agnelages;;
agnelet;agnelets;agnelette;agnelettes
agnelin;agnelins;agneline;agnelines
agnellement;agnellements;;
agnosie;agnosies;;
agnosique;agnosiques;;
agnosticisme;agnosticismes;;
agnosticiste;agnosticistes;;
agnostique;agnostiques;;
agnus;;;
agnès;;;
agobilles;;;
agoge;agoges;;
agogique;agogiques;;
agonale;agonales;;
agone;agones;;
agoniadine;agoniadines;;
agonie;agonies;;
agonique;agoniques;;
agonisant;agonisants;agonisante;agonisantes
agoniste;agonistes;;
agonistie;agonisties;;
agonistique;agonistiques;;
agonothète;agonothètes;;
agora;agoras;;
agoranome;agoranomes;;
agoraphobie;agoraphobies;;
agoyate;agoyates;;
agrafage;agrafages;;
agrafe;agrafes;;
agrafeur;agrafeurs;agrafeuse;agrafeuses
agrafure;agrafures;;
agrain;agrains;;
agrainage;agrainages;;
agrairien;agrairiens;agrairienne;agrairiennes
agrandissement;agrandissements;;
agrandisseur;agrandisseurs;agrandisseuse;agrandisseuses
agrape;agrapes;;
agraphie;agraphies;;
agresseur;agresseurs;agresseuse;agresseuses
agression;agressions;;
agressivité;agressivités;;
agreste;agrestes;;
agrestie;agresties;;
agrichage;agrichages;;
agrichement;agrichements;;
agricheur;agricheurs;;
agricole;agricoles;;
agriculteur;agriculteurs;agricultrice;agricultrices
agriculture;agricultures;;
agrie;agries;;
agrier;agriers;;
agrigentin;agrigentins;agrigentine;agrigentines
agrimenseur;agrimenseurs;;
agriministe;agriministes;;
agrinche;agrinches;;
agrion;agrions;;
agripaume;agripaumes;;
agrippement;agrippements;;
agrippeur;agrippeurs;agrippeuse;agrippeuses
agrobiologiste;agrobiologistes;;
agrogéologie;agrogéologies;;
agrologie;agrologies;;
agromane;agromanes;;
agromanie;agromanies;;
agronome;agronomes;;
agronomie;agronomies;;
agrostemmine;agrostemmines;;
agrostide;agrostides;;
agrostidée;agrostidées;;
agrostis;;;
agroupement;agroupements;;
agrume;agrumes;;
agrypnie;agrypnies;;
agrès;;;
agréabilité;agréabilités;;
agréable;agréables;;
agréation;agréations;;
agréeur;agréeurs;agréeuse;agréeuse
agrégat;agrégats;;
agrégatif;agrégatifs;agrégative;agrégatives
agrégation;agrégations;;
agrégé;agrégés;agrégée;agrégées
agrément;agréments;;
agrémentation;agrémentations;;
agréé;agréés;agréée;agréées
aguacate;aguacates;;
aguerri;aguerris;aguerrie;aguerries
aguerrissement;aguerrissements;;
aguet;aguets;;
agui;aguis;;
aguichage;aguichages;;
aguicherie;aguicheries;;
aguicheur;aguicheurs;aguicheuse;aguicheuses
agynaire;agynaires;;
agé;agés;;
agélène;agélènes;;
agénitalisme;agénitalismes;;
agénésie;agénésies;;
agératée;agératées;;
ahan;ahans;;
ahanement;ahanements;;
ahanier;ahaniers;;
aheurtement;aheurtements;;
ahuri;ahuris;ahurie;ahuries
ahurissement;ahurissements;;
aiche;aiches;;
aidance;aidances;;
aidant;aidants;aidante;aidantes
aide;aides;;
aideau;aideaux;;
aideur;aideurs;;
aigage;aigages;;
aiglant;aiglants;;
aigle;aigles;;
aigledon;aigledons;;
aiglette;aiglettes;;
aigliau;aigliaux;;
aiglon;aiglons;aiglonne;aiglonnes
aiglure;aiglures;;
aigre;aigres;;
aigrefin;aigrefins;;
aigremoine;aigremoines;;
aigremore;aigremores;;
aigret;aigrets;aigrette;aigrettes
aigreur;aigreurs;;
aigri;aigris;aigrie;aigries
aigriette;aigriettes;;
aigrin;aigrins;;
aigriotte;aigriottes;;
aigrissement;aigrissements;;
aigrière;aigrières;;
aiguade;aiguades;;
aiguadier;aiguadiers;aiguadière;aiguadières
aiguail;aiguails;;
aiguerie;aigueries;;
aiguillade;aiguillades;;
aiguillage;aiguillages;;
aiguillat;aiguillats;;
aiguille;aiguilles;;
aiguillerie;aiguilleries;;
aiguilletage;aiguilletages;;
aiguilletier;aiguilletiers;;
aiguillette;aiguillettes;;
aiguilleur;aiguilleurs;aiguilleuse;aiguilleuse
aiguillier;aiguilliers;aiguillière;aiguillières
aiguillon;aiguillons;;
aiguillonnement;aiguillonnements;;
aiguillonneur;aiguillonneurs;;
aiguillonnier;aiguillonniers;;
aiguillonné;aiguillonnés;aiguillonnée;aiguillonnées
aiguillot;aiguillots;;
aiguillée;aiguillées;;
aiguisage;aiguisages;;
aiguisement;aiguisements;;
aiguiserie;aiguiseries;;
aiguiseur;aiguiseurs;aiguiseuse;aiguiseuses
aiguisoir;aiguisoirs;;
aiguisé;aiguisés;aiguisée;aiguisées
aiguité;aiguités;;
aiguière;aiguières;;
aiguiérée;aiguiérées;;
ail;ails;;
ailante;ailantes;;
aile;ailes;;
aileron;ailerons;;
ailettage;ailettages;;
ailette;ailettes;;
ailhaut;ailhauts;;
ailier;ailiers;;
aillade;aillades;;
aillie;aillies;;
ailloli;aillolis;;
aillée;aillées;;
aimable;aimables;;
aimablerie;aimableries;;
aimance;aimances;;
aimant;aimants;;
aimantation;aimantations;;
aimeur;aimeurs;aimeuse;aimeuses
aimoir;aimoirs;;
aine;aines;;
air;airs;;
airage;airages;;
airain;airains;;
aire;aires;;
airelle;airelles;;
airellier;airelliers;;
airure;airures;;
airée;airées;;
ais;;;
aisance;aisances;;
aisceau;aisceaux;;
aise;aises;;
aisement;aisements;;
aissante;aissantes;;
aisselier;aisseliers;;
aisselière;aisselières;;
aisselle;aisselles;;
aissette;aissettes;;
aisy;aisys;;
aixois;;aixoise;aixoises
ajambée;ajambées;;
ajax;;;
ajonc;ajoncs;;
ajoupa;ajoupas;;
ajour;ajours;;
ajourage;ajourages;;
ajournement;ajournements;;
ajourné;ajournés;ajournée;ajournées
ajout;ajouts;;
ajoutage;ajoutages;;
ajoutance;ajoutances;;
ajoute;ajoutes;;
ajoutement;ajoutements;;
ajoutis;;;
ajoutoir;ajoutoirs;;
ajouture;ajoutures;;
ajouté;ajoutés;ajoutée;ajoutées
ajus;;;
ajust;ajusts;;
ajustage;ajustages;;
ajustement;ajustements;;
ajusteur;ajusteurs;ajusteuse;ajusteuse
ajustoir;ajustoirs;;
ajusture;ajustures;;
akhmîmique;akhmîmiques;;
akénocarpe;akénocarpes;;
alabandine;alabandines;;
alabarche;alabarches;;
alabastre;alabastres;;
alabastrin;alabastrins;alabastrine;alabastrines
alabastrite;alabastrites;;
alacrité;alacrités;;
alacréatine;alacréatines;;
alacréatinine;alacréatinines;;
alain;alains;;
alaise;alaises;;
alamannique;alamanniques;;
alambic;alambics;;
alambiqueur;alambiqueurs;;
alandier;alandiers;;
alanguissement;alanguissements;;
alaria;alarias;;
alarme;alarmes;;
alarmisme;alarmismes;;
alarmiste;alarmistes;;
alastrim;alastrims;;
alastrimé;alastrimés;;
alaterne;alaternes;;
albacore;albacores;;
albain;albains;albaine;albaines
albanais;;albanaise;albanaises
albane;albanes;;
albanien;albaniens;albanienne;albaniennes
albarelle;albarelles;;
albatros;;;
albe;albes;;
albedo;albedos;;
albergataire;albergataires;;
alberge;alberges;;
albergier;albergiers;;
albertypie;albertypies;;
albeur;albeurs;;
albicorne;albicornes;;
albien;albiens;;
albification;albifications;;
albigeois;;albigeoise;albigeoises
albinisme;albinismes;;
albinos;;;
albique;albiques;;
albite;albites;;
alboche;alboches;;
albraque;albraques;;
albugine;albugines;;
albuginé;albuginé;albuginée;albuginées
albugo;albugos;;
album;albums;;
albumen;albumens;;
albuminase;albuminases;;
albuminate;albuminates;;
albumine;albumines;;
albuminimètre;albuminimètres;;
albuminose;albuminoses;;
albuminoïde;albuminoïdes;;
albuminurie;albuminuries;;
albuminurique;albuminuriques;;
albuminémie;albuminémies;;
albumose;albumoses;;
albumosurie;albumosuries;;
albumoïde;albumoïdes;;
albâtre;albâtres;;
albâtrier;albâtriers;;
albène;albènes;;
alcabala;alcabalas;;
alcade;alcades;;
alcadie;alcadies;;
alcali;alcalis;;
alcalimètre;alcalimètres;;
alcalin;alcalins;;
alcalose;alcaloses;;
alcaloïde;alcaloïdes;;
alcancie;alcancies;;
alcaptone;alcaptones;;
alcaptonurie;alcaptonuries;;
alcarazas;;;
alcatraz;alcatrazs;;
alcazar;alcazars;;
alchimie;alchimies;;
alchimille;alchimilles;;
alchimiste;alchimistes;;
alcibiade;alcibiades;;
alcide;alcides;;
alcidés;;;
alciope;alciopes;;
alcoogel;alcoogels;;
alcool;alcools;;
alcoolase;alcoolases;;
alcoolat;alcoolats;;
alcoolate;alcoolates;;
alcoolique;alcooliques;;
alcoolisation;alcoolisations;;
alcoolisme;alcoolismes;;
alcoolyse;alcoolyses;;
alcoolé;alcoolés;;
alcoomètre;alcoomètres;;
alcoosol;alcoosols;;
alcootest;alcootests;;
alcoyle;alcoyles;;
alcyon;alcyons;;
alcyonaire;alcyonaires;;
alcyoné;alcyonés;;
alcée;alcées;;
alcôve;alcôves;;
alcôviste;alcôvistes;;
alde;aldes;;
alderman;aldermans;;
aldée;aldées;;
aldéhyde;aldéhydes;;
ale;ales;;
aleatico;aleaticos;;
alector;alectors;;
alentissement;alentissements;;
alentour;alentours;;
alentours;;;
alençon;alençons;;
aleph;alephs;;
alerte;alertes;;
alette;alettes;;
aleu;aleux;;
aleuriospore;aleuriospores;;
aleurite;aleurites;;
aleurode;aleurodes;;
aleurone;aleurones;;
aleutier;aleutiers;;
alevin;alevins;;
alevinage;alevinages;;
alevinier;aleviniers;alevinière;alevinières
alexandrin;alexandrins;alexandrine;alexandrines
alexandrinisme;alexandrinismes;;
alexandrite;alexandrites;;
alexie;alexies;;
alexine;alexines;;
alexipharmaque;alexipharmaques;;
alexitère;alexitères;;
alezan;alezans;alezane;alezanes
alfa;alfas;;
alfaqui;alfaquis;;
alfénide;alfénides;;
algali;algalis;;
alganon;alganons;;
algarade;algarades;;
algarobille;algarobilles;;
algaroth;algaroths;;
algidité;algidités;;
algie;algies;;
algique;algiques;;
algologie;algologies;;
algologiste;algologistes;;
algologue;algologues;;
algonkin;algonkins;algonkine;algonkines
algorithme;algorithmes;;
alguazil;alguazils;;
algue;algues;;
alguette;alguettes;;
algumim;algumims;;
algèbre;algèbres;;
algébrisation;algébrisations;;
algébriste;algébristes;;
algébroïde;algébroïdes;;
algérien;algériens;algérienne;algériennes
algérois;;algéroise;algéroises
alhambra;alhambras;;
alibi;alibis;;
aliboron;aliborons;;
alicante;alicantes;;
alichon;alichons;;
alidade;alidades;;
alignage;alignages;;
alignement;alignements;;
alignette;alignettes;;
aligneur;aligneurs;;
alignoir;alignoirs;;
alignole;alignoles;;
alignée;alignées;;
aliment;aliments;;
alimentateur;alimentateurs;alimentatrice;alimentatrices
alimentation;alimentations;;
alimentativité;alimentativités;;
alimenteur;alimenteurs;;
alinéa;alinéas;;
alios;;;
aliquote;aliquotes;;
alise;alises;;
alisier;alisiers;;
alisma;alismas;;
alismacée;alismacées;;
alismée;alismées;;
alitement;alitements;;
alitronc;alitroncs;;
alité;alités;alitée;alitées
alizari;alizaris;;
alizarine;alizarines;;
alizon;alizons;;
alizé;alizés;;
aliène;aliènes;;
aliénabilité;aliénabilités;;
aliénataire;aliénataires;;
aliénateur;aliénateurs;aliénatrice;aliénatrices
aliénation;aliénations;;
aliénisme;aliénismes;;
aliéniste;aliénistes;;
aliéné;aliénés;aliénée;aliénées
alkermès;;;
alkylation;alkylations;;
alkékenge;alkékenges;;
allache;allaches;;
allagite;allagites;;
allaitement;allaitements;;
allaiteron;allaiterons;;
allaites;;;
allanite;allanites;;
allant;allants;allante;allantes
allantoïde;allantoïdes;;
allantoïdien;allantoïdiens;;
allantoïne;allantoïnes;;
allatif;allatifs;;
allegretto;allegrettos;;
allegro;allegros;;
allemand;allemands;allemande;allemandes
allemanderie;allemanderies;;
aller;allers;;
allergie;allergies;;
allergologie;allergologies;;
allergène;allergènes;;
allevasse;allevasses;;
alliacé;alliacés;alliacée;alliacées
alliage;alliages;;
alliaire;alliaires;;
alliance;alliances;;
alligator;alligators;;
allitération;allitérations;;
allié;alliés;alliée;alliées
allobroge;allobroges;;
allocataire;allocataires;;
allocation;allocations;;
allochirie;allochiries;;
allochromasie;allochromasies;;
allocution;allocutions;;
allonge;allonges;;
allongement;allongements;;
allongeur;allongeurs;;
allongé;allongés;allongée;allongées
allopathe;allopathes;;
allopathie;allopathies;;
allopathiste;allopathistes;;
allophane;allophanes;;
allophyle;allophyles;;
allotissement;allotissements;;
allotropie;allotropies;;
allouvi;allouvis;allouvie;allouvies
alloué;alloués;allouée;allouées
alloxane;alloxanes;;
allumage;allumages;;
allume;allumes;;
allumelle;allumelles;;
allumement;allumements;;
allumette;allumettes;;
allumettier;allumettiers;allumettière;allumettières
allumeur;allumeurs;allumeuse;allumeuses
allumi;allumis;;
allumière;allumières;;
allumoir;allumoirs;;
allure;allures;;
allusion;allusions;;
allusionniste;allusionnistes;;
alluvion;alluvions;;
alluvionnement;alluvionnements;;
allyle;allyles;;
allèchement;allèchements;;
allège;allèges;;
allèle;allèles;;
allène;allènes;;
allée;allées;;
allégateur;allégateurs;;
allégation;allégations;;
allégeage;allégeages;;
allégeance;allégeances;;
allégement;allégements;;
allégi;allégis;;
allégorie;allégories;;
allégorisation;allégorisations;;
allégoriseur;allégoriseurs;allégoriseuse;allégoriseuses
allégorisme;allégorismes;;
allégoriste;allégoristes;;
allégrement;allégrements;;
allégresse;allégresses;;
alléluia;alléluias;;
almadin;almadins;;
almadine;almadines;;
almageste;almagestes;;
almanach;almanachs;;
almée;almées;;
almérique;almériques;;
alogique;alogiques;;
aloi;alois;;
alopécie;alopécies;;
alose;aloses;;
alouate;alouates;;
alouche;alouches;;
alouchi;alouchis;;
alouchier;alouchiers;;
alouette;alouettes;;
alourdissement;alourdissements;;
aloyage;aloyages;;
aloyau;aloyaux;;
aloès;;;
aloétine;aloétines;;
aloïne;aloïnes;;
aloïnée;aloïnées;;
alpaca;alpacas;;
alpage;alpages;;
alpager;alpagers;alpagère;alpagères
alpargate;alpargates;;
alpax;;;
alpenstock;alpenstocks;;
alpha;alphas;;
alphabet;alphabets;;
alphabétisation;alphabétisations;;
alphabétisme;alphabétismes;;
alpheste;alphestes;;
alphonse;alphonses;;
alphonsisme;alphonsismes;;
alpin;alpins;;
alpinisme;alpinismes;;
alpiniste;alpinistes;;
alpion;alpions;;
alpiste;alpistes;;
alque;alques;;
alquifoux;;;
alse;alses;;
alsine;alsines;;
alsinée;alsinées;;
alsophile;alsophiles;;
alstroemère;alstroemères;;
altaïte;altaïtes;;
altercat;altercats;;
altercation;altercations;;
alternance;alternances;;
alternat;alternats;;
alternateur;alternateurs;;
alternatif;alternatifs;alternative;alternatives
altesse;altesses;;
althaea;althaeas;;
altimètre;altimètres;;
altimétrie;altimétries;;
altise;altises;;
altiste;altistes;;
altitude;altitudes;;
alto;altos;;
altruisme;altruismes;;
altruiste;altruistes;;
altérabilité;altérabilités;;
altérant;altérants;;
altération;altérations;;
altérité;altérités;;
altérocentrisme;altérocentrismes;;
altéré;altérés;altérée;altérées
alucite;alucites;;
alude;aludes;;
aludel;aludels;;
aluette;aluettes;;
aluminate;aluminates;;
alumine;alumines;;
aluminite;aluminites;;
aluminium;aluminiums;;
aluminier;aluminiers;aluminière;aluminières
alumnat;alumnats;;
alun;aluns;;
alunage;alunages;;
alunation;alunations;;
alunissage;alunissages;;
alunite;alunites;;
alunière;alunières;;
alunogène;alunogènes;;
alvéole;alvéoles;;
alvéoline;alvéolines;;
alvéolite;alvéolites;;
alysse;alysses;;
alysson;alyssons;;
alyte;alytes;;
alène;alènes;;
alète;alètes;;
aléa;aléas;;
alénien;aléniens;;
alénois;;;
aléoute;aléoutes;;
aléoutien;aléoutiens;aléoutienne;aléoutiennes
alépin;alépins;alépine;alépines
alérion;alérions;;
alésage;alésages;;
aléseur;aléseurs;aléseuse;aléseuses
alésoir;alésoirs;;
alésure;alésures;;
amabilité;amabilités;;
amade;amades;;
amadine;amadines;;
