MOT;PLURIEL;FÉMININ;FEMININ_PLURIEL
ajusté;ajustés;ajustée;ajustées
akkadien;akkadiennes;akkadien;akkadiens
akénocarpe;akénocarpes;;alabastrins
alabastrin;alabastrins;alabastrine;alabastrines
aladin;aladins;aladine;aladines
alaire;alaires;;alaisées
alaisé;alaisées;alaisé;alaisés
alamannique;alamanniques;;alambiqués
alambiqué;alambiqués;alambiquée;alambiquées
alangouri;alangouris;alangourie;alangouries
alangui;alanguis;alanguie;alanguies
alanguissant;alanguissants;alanguissante;alanguissantes
alarmant;alarmants;alarmante;alarmantes
alarmiste;alarmistes;;alarmés
alarmé;alarmés;alarmée;alarmées
alassé;alassés;alassée;alassées
albain;albains;albaine;albaines
albanais;albanaise;albanaises;
albanien;albaniens;albanienne;albaniennes
albe;albes;;albescents
albescent;albescents;albescente;albescentes
albicorne;albicornes;;albiens
albien;albiens;albienne;albiennes
albigeois;albigeoise;albigeoises;
albinos;;alboches;
alboche;alboches;;albugineuse
albugineux;albugineuse;albugineuses;
albuginé;albuginés;albuginée;albuginées
albumineux;albumineuse;albumineuses;
albuminifère;albuminifères;;albuminiques
albuminique;albuminiques;;albuminoïdes
albuminoïde;albuminoïdes;;albuminuriques
albuminurique;albuminuriques;;albuminés
albuminé;albuminés;albuminée;albuminées
albâtréen;albâtréens;albâtréenne;albâtréennes
alcalescent;alcalescents;alcalescente;alcalescentes
alcaligène;alcaligènes;;alcalines
alcalin;alcalines;alcalin;alcalins
alcaïque;alcaïques;;alchimiques
alchimique;alchimiques;;alchimistes
alchimiste;alchimistes;;alcooliques
alcoolique;alcooliques;;alcoolisés
alcoolisé;alcoolisés;alcoolisée;alcoolisées
alcyonaire;alcyonaires;;alcyoniens
alcyonien;alcyoniens;alcyonienne;alcyoniennes
alcyoné;alcyonés;alcyonée;alcyonées
aldin;aldins;aldine;aldines
alenti;alentis;alentie;alenties
alerte;alertes;;alertés
alerté;alertés;alertée;alertées
aleucémique;aleucémiques;;alexandrins
alexandrin;alexandrins;alexandrine;alexandrines
alexipharmaque;alexipharmaques;;alexitères
alexitère;alexitères;;alezans
alezan;alezans;alezane;alezanes
algide;algides;;algiques
algique;algiques;;algologiques
algologique;algologiques;;algonkiens
algonkien;algonkiens;algonkienne;algonkiennes
algonkin;algonkines;algonkin;algonkins
algonquin;algonquines;algonquin;algonquins
algorithmique;algorithmiques;;algoïdes
algoïde;algoïdes;;algueuse
algueux;algueuse;algueuses;
algébrique;algébriques;;algébroïdes
algébroïde;algébroïdes;;algériens
algérien;algériens;algérienne;algériennes
algérois;algéroise;algéroises;
alibile;alibiles;;alignés
aligné;alignés;alignée;alignées
alimentaire;alimentaires;;alimentateurs
alimentateur;alimentateurs;alimentatrice;alimentatrices
alimenteux;alimenteuse;alimenteuses;
aliphatique;aliphatiques;;aliquantes
aliquante;aliquantes;;aliquotes
aliquote;aliquotes;;alise
alis;alise;alises;
alismacé;alismacés;alismacée;alismacées
alismé;alismés;alismée;alismées
alité;alités;alitée;alitées
alizarique;alizariques;;alizés
alizé;alizés;alizée;alizées
aliène;aliènes;;aliénables
aliénable;aliénables;;aliénants
aliénant;aliénants;aliénante;aliénantes
aliéniste;aliénistes;;aliénés
aliéné;aliénés;aliénée;aliénées
alkaligène;alkaligènes;;alkalines
alkalin;alkalines;alkalin;alkalins
allable;allables;;allaitants
allaitant;allaitants;allaitante;allaitantes
allant;allants;allante;allantes
allantophore;allantophores;;allantoïdes
allantoïde;allantoïdes;;allantoïdiens
allantoïdien;allantoïdiens;allantoïdienne;allantoïdiennes
allantoïque;allantoïques;;allemands
allemand;allemands;allemande;allemandes
allemanisé;allemanisés;allemanisée;allemanisées
allergique;allergiques;;allergisants
allergisant;allergisants;allergisante;allergisantes
alliable;alliables;;alliacés
alliacé;alliacés;alliacée;alliacées
alliancé;alliancés;alliancée;alliancées
alliciant;alliciants;alliciante;alliciantes
allitéré;allitérés;allitérée;allitérées
allié;alliés;alliée;alliées
allobroge;allobroges;;allochromatiques
allochromatique;allochromatiques;;allochtones
allochtone;allochtones;;allodiaux
allodial;allodiaux;allodiale;allodiales
allogène;allogènes;;allongeables
allongeable;allongeables;;allongeants
allongeant;allongeants;allongeante;allongeantes
allongé;allongés;allongée;allongées
allophyle;allophyles;;allouables
allouable;allouables;;allouvis
allouvi;allouvis;allouvie;allouvies
alloué;alloués;allouée;allouées
allumable;allumables;;allumés
allumé;allumés;allumée;allumées
allural;alluraux;allurale;allurales
alluré;allurés;allurée;allurées
allusif;allusifs;allusive;allusives
allusionnel;allusionnels;allusionnelle;allusionnelles
allusionniste;allusionnistes;;alluviaux
alluvial;alluviaux;alluviale;alluviales
alluvien;alluviens;alluvienne;alluviennes
alluvionnaire;alluvionnaires;;allègres
allègre;allègres;;alléchants
alléchant;alléchants;alléchante;alléchantes
alléché;alléchés;alléchée;alléchées
allégeable;allégeables;;allégeants
allégeant;allégeants;allégeante;allégeantes
allégorique;allégoriques;;almes
alme;almes;;almériques
almérique;almériques;;alogiques
alogique;alogiques;;alourdis
alourdi;alourdis;alourdie;alourdies
alourdissant;alourdissants;alourdissante;alourdissantes
aloétique;aloétiques;;aloïnés
aloïné;aloïnés;aloïnée;aloïnées
alpestre;alpestres;;alphabétaires
alphabétaire;alphabétaires;;alphabétiques
alphabétique;alphabétiques;;alphanumériques
alphanumérique;alphanumériques;;alphonsistes
alphonsiste;alphonsistes;;alpicoles
alpicole;alpicoles;;alpins
alpin;alpins;alpine;alpines
alsacien;alsaciens;alsacienne;alsaciennes
alsiné;alsinés;alsinée;alsinées
altaïque;altaïques;;alternants
alternant;alternants;alternante;alternantes
alternateur;alternateurs;;alternatifs
alternatif;alternatifs;alternative;alternatives
alterne;alternes;;alternés
alterné;alternés;alternée;alternées
altier;altiers;altière;altières
altissime;altissimes;;altos
alto;altos;;altruistes
altruiste;altruistes;;altérables
altérable;altérables;;altérants
altérant;altérants;altérante;altérantes
altérateur;altérateurs;altératrice;altératrices
altératif;altératifs;altérative;altératives
altéré;altérés;altérée;altérées
aluminaire;aluminaires;;alumineuse
alumineux;alumineuse;alumineuses;
aluminifère;aluminifères;;aluminiques
aluminique;aluminiques;;aluminés
aluminé;aluminés;aluminée;aluminées
aluneux;aluneuse;aluneuses;
aluné;alunés;alunée;alunées
alvin;alvins;alvine;alvines
alvéolaire;alvéolaires;;alvéolés
alvéolé;alvéolés;alvéolée;alvéolées
aléatoire;aléatoires;;alémaniques
alémanique;alémaniques;;aléniens
alénien;aléniens;alénienne;aléniennes
alénois;alénoise;alénoises;
aléné;alénés;alénée;alénées
aléoute;aléoutes;;aléoutiens
aléoutien;aléoutiens;aléoutienne;aléoutiennes
alépin;alépins;alépine;alépines
aléseur;aléseurs;aléseuse;aléseuses
alésé;alésées;alésé;alésés
alézé;alézées;alézé;alézés
amadelphe;amadelphes;;amadoueurs
amadoueur;amadoueurs;amadoueuse;amadoueuses
amadoué;amadoués;amadouée;amadouées
amaigri;amaigris;amaigrie;amaigries
amaigrissant;amaigrissants;amaigrissante;amaigrissantes
amalgamant;amalgamants;amalgamante;amalgamantes
amalgamé;amalgamés;amalgamée;amalgamées
amandin;amandins;amandine;amandines
amandé;amandés;amandée;amandées
amarantacé;amarantacées;amarantacé;amarantacés
amarante;amarantes;;amaranthacées
amaranthacé;amaranthacées;amaranthacé;amaranthacés
amaranthe;amaranthes;;amarescents
amarescent;amarescents;amarescente;amarescentes
amaril;amarils;amarile;amariles
amariné;amarinés;amarinée;amarinées
amarré;amarrés;amarrée;amarrées
amassé;amassés;amassée;amassées
amatelotté;amatelottées;amatelotté;amatelottés
amateloté;amatelotées;amateloté;amatelotés
amateur;amatrices;amateur;amateurs
amati;amatis;amatie;amaties
amaurotique;amaurotiques;;amazoniens
amazonien;amazoniens;amazonienne;amazoniennes
ambarvale;ambarvales;;ambassadeurs
ambassadeur;ambassadeurs;ambassadrice;ambassadrices
ambassadorial;ambassadoriaux;ambassadoriale;ambassadoriales
ambiant;ambiants;ambiante;ambiantes
ambidextre;ambidextres;;ambigus
ambigu;ambigus;ambiguë;ambiguës
ambitieux;ambitieuse;ambitieuses;
ambitionné;ambitionnés;ambitionnée;ambitionnées
ambivalent;ambivalents;ambivalente;ambivalentes
amblant;amblants;amblante;amblantes
amblyope;amblyopes;;ambrins
ambrin;ambrins;ambrine;ambrines
ambroisien;ambroisiennes;ambroisien;ambroisiens
ambrosiacé;ambrosiacés;ambrosiacée;ambrosiacées
ambrosiaque;ambrosiaques;;ambrosiennes
ambrosien;ambrosiennes;ambrosien;ambrosiens
ambrosié;ambrosiés;ambrosiée;ambrosiées
ambré;ambrés;ambrée;ambrées
ambulant;ambulants;ambulante;ambulantes
ambulatoire;ambulatoires;;amburbiaux
amburbial;amburbiaux;amburbiale;amburbiales
amendable;amendables;;amendés
amendé;amendés;amendée;amendées
amentifère;amentifères;;amenuisés
amenuisé;amenuisés;amenuisée;amenuisées
amer;amers;amère;amères
ameubli;ameublis;ameublie;ameublies
amiable;amiables;;amibiens
amibien;amibiens;amibienne;amibiennes
amiboïde;amiboïdes;;amicaux
amical;amicaux;amicale;amicales
amicrobien;amicrobiens;amicrobienne;amicrobiennes
amidolique;amidoliques;;amidonniers
amidonnier;amidonniers;amidonnière;amidonnières
amidonné;amidonnés;amidonnée;amidonnées
amilacé;amilacées;amilacé;amilacés
aminci;amincis;amincie;amincies
amiral;amiraux;amirale;amirales
amissible;amissibles;;amiteuse
amiteux;amiteuse;amiteuses;
amitieux;amitieuse;amitieuses;
ammodyte;ammodytes;;ammonacés
ammonacé;ammonacés;ammonacée;ammonacées
ammoniac;ammoniacs;ammoniaque;ammoniaques
ammoniacal;ammoniacaux;ammoniacale;ammoniacales
ammoniaqué;ammoniaqués;ammoniaquée;ammoniaquées
ammonite;ammonites;;ammonoïdes
ammonoïde;ammonoïdes;;ammonés
ammoné;ammonés;ammonée;ammonées
ammonéen;ammonéens;ammonéenne;ammonéennes
ammophile;ammophiles;;amnestiques
amnestique;amnestiques;;amniotiques
amniotique;amniotiques;;amniques
amnique;amniques;;amnistiants
amnistiant;amnistiants;amnistiante;amnistiantes
amnistié;amnistiés;amnistiée;amnistiées
amnésique;amnésiques;;amochés
amoché;amochés;amochée;amochées
amoindri;amoindris;amoindrie;amoindries
amoindrissant;amoindrissants;amoindrissante;amoindrissantes
amoiqué;amoiqués;amoiquée;amoiquées
amok;amoks;;amollis
amolli;amollis;amollie;amollies
amollissant;amollissants;amollissante;amollissantes
amonceleur;amonceleurs;amonceleuse;amonceleuses
amontillado;amontillados;;amoraux
amoral;amoraux;amorale;amorales
amoraliste;amoralistes;;amorcés
amorcé;amorcés;amorcée;amorcées
amorphe;amorphes;;amorphoses
amorphose;amorphoses;;amorphotes
amorphote;amorphotes;;amortis
amorti;amortis;amortie;amorties
amortissable;amortissables;;amortissants
amortissant;amortissants;amortissante;amortissantes
amortisseur;amortisseurs;amortisseuse;amortisseuses
amouraché;amourachés;amourachée;amourachées
amoureux;amoureuse;amoureuses;
amovible;amovibles;;amoébées
amoébée;amoébées;;amphibies
amphibie;amphibies;;amphibiens
amphibien;amphibiens;amphibienne;amphibiennes
amphibole;amphiboles;;amphiboliques
amphibolique;amphiboliques;;amphibologiques
amphibologique;amphibologiques;;amphibraques
amphibraque;amphibraques;;amphictyoniques
amphictyonique;amphictyoniques;;amphigouriques
amphigourique;amphigouriques;;amphigènes
amphigène;amphigènes;;amphithéâtraux
amphithéâtral;amphithéâtraux;amphithéâtrale;amphithéâtrales
amphithéâtrique;amphithéâtriques;;amphitropes
amphitrope;amphitropes;;amples
ample;amples;;amplectifs
amplectif;amplectifs;amplective;amplectives
ampliatif;ampliatifs;ampliative;ampliatives
amplifiable;amplifiables;;amplifiants
amplifiant;amplifiants;amplifiante;amplifiantes
amplificateur;amplificateurs;amplificatrice;amplificatrices
amplificatif;amplificatifs;amplificative;amplificatives
amplipenne;amplipennes;;amplissimes
amplissime;amplissimes;;ampoulés
ampoulé;ampoulés;ampoulée;ampoulées
ampulacé;ampulacées;ampulacé;ampulacés
ampullacé;ampullacées;ampullacé;ampullacés
ampullaire;ampullaires;;amputables
amputable;amputables;;amputés
amputé;amputés;amputée;amputées
ampélidé;ampélidés;ampélidée;ampélidées
amusable;amusables;;amusants
amusant;amusants;amusante;amusantes
amusard;amusards;amusarde;amusardes
amuseur;amuseurs;amuseuse;amuseuses
amusé;amusés;amusée;amusées
amygdaloïde;amygdaloïdes;;amylacées
amylacé;amylacées;amylacé;amylacés
amène;amènes;;amés
amé;amés;amée;amées
amébée;amébées;;améliorables
améliorable;améliorables;;améliorants
améliorant;améliorants;améliorante;améliorantes
améliorateur;améliorateurs;amélioratrice;amélioratrices
amélioré;améliorés;améliorée;améliorées
américain;américains;américaine;américaines
américaniste;américanistes;;amérins
amérin;amérins;amérine;amérines
amérindien;amérindiens;amérindienne;amérindiennes
amétrope;amétropes;;anabaptistes
anabaptiste;anabaptistes;;anaboliques
anabolique;anaboliques;;anachorètes
anachorète;anachorètes;;anachrones
anachrone;anachrones;;anachroniques
anachronique;anachroniques;;anaclitiques
anaclitique;anaclitiques;;anacréontiques
anacréontique;anacréontiques;;anadromes
anadrome;anadromes;;anadyomènes
anadyomène;anadyomènes;;anaglyphiques
anaglyphique;anaglyphiques;;anaglyptiques
anaglyptique;anaglyptiques;;anagogiques
anagogique;anagogiques;;anagrammatiques
anagrammatique;anagrammatiques;;anagénétiques
anagénétique;anagénétiques;;anaux
anal;anaux;anale;anales
analemmatique;analemmatiques;;analeptiques
analeptique;analeptiques;;analgésiants
analgésiant;analgésiants;analgésiante;analgésiantes
analgésique;analgésiques;;anallantoïdiens
anallantoïdien;anallantoïdiens;anallantoïdienne;anallantoïdiennes
analogique;analogiques;;analogues
analogue;analogues;;analphabètes
analphabète;analphabètes;;analysables
analysable;analysables;;analyseurs
analyseur;analyseurs;analyseuse;analyseuses
analytique;analytiques;;anamniens
anamnien;anamniens;anamnienne;anamniennes
anamniote;anamniotes;;anamniés
anamnié;anamniés;anamniée;anamniées
anamorphique;anamorphiques;;anandraires
anandraire;anandraires;;anapestiques
anapestique;anapestiques;;anaphoriques
anaphorique;anaphoriques;;anaphrodites
anaphrodite;anaphrodites;;anaphylactiques
anaphylactique;anaphylactiques;;anarchiques
anarchique;anarchiques;;anarchisants
anarchisant;anarchisants;anarchisante;anarchisantes
anarchiste;anarchistes;;anastatiques
anastatique;anastatiques;;anastigmats
anastigmat;anastigmats;anastigmate;anastigmates
anastomosé;anastomosés;anastomosée;anastomosées
anastomotique;anastomotiques;;anathématiques
anathématique;anathématiques;;anatifères
anatifère;anatifères;;anatomiques
anatomique;anatomiques;;anatoxiques
anatoxique;anatoxiques;;anaérobies
anaérobie;anaérobies;;ancestraux
ancestral;ancestraux;ancestrale;ancestrales
anchoité;anchoités;anchoitée;anchoitées
anché;anchés;anchée;anchées
ancien;anciens;ancienne;anciennes
ancillaire;ancillaires;;ancrés
ancré;ancrés;ancrée;ancrées
andalou;andaloux;andalouse;andalouses
andin;andins;andine;andines
androcéphale;androcéphales;;androgynes
androgyne;androgynes;;androgènes
androgène;androgènes;;androïdes
androïde;androïdes;;andréides
andréide;andréides;;anecdotiques
anecdotique;anecdotiques;;anesthésiants
anesthésiant;anesthésiants;anesthésiante;anesthésiantes
